JobID           JobName     MaxRSS     ReqMem        NodeList 
------------ ---------- ---------- ---------- --------------- 
3359847      mem200_03+                31968G nid[001000,001+ 
3359847.bat+      batch                             nid001000 
3359847.ext+     extern                       nid[001000,001+ 
3359847.1259 alya_3D_l+    500380K            nid[001000,001+ 
3359847.1260 alya_3D_l+    500320K            nid[001149,001+ 
3359847.1261 alya_3D_l+    502188K            nid[001122,001+ 
3359847.1262 alya_3D_l+    500484K            nid[001253-001+ 
3359847.1263 alya_3D_l+    500116K            nid[001253-001+ 
3359847.1264 alya_3D_l+    502136K            nid[001420-001+ 
3359847.1265 alya_3D_l+    500536K            nid[001000,001+ 
3359847.1266 alya_3D_l+    515936K            nid[001122,001+ 
3359847.1267 alya_3D_l+    500696K            nid[001122,001+ 
3359847.1268 alya_3D_l+    515672K            nid[001420-001+ 
3359847.1269 alya_3D_l+    504080K            nid[001000,001+ 
3359847.1270 alya_3D_l+    499996K            nid[001000,001+ 
3359847.1271 alya_3D_l+    500212K            nid[001253-001+ 
3359847.1272 alya_3D_l+    501144K            nid[001030-001+ 
3359847.1273 alya_3D_l+    500096K            nid[001064,001+ 
3359847.1274 alya_3D_l+    515964K            nid[001000,001+ 
3359847.1275 alya_3D_l+    516480K            nid[001000,001+ 
3359847.1276 alya_3D_l+    500328K            nid[001271,001+ 
3359847.1277 alya_3D_l+    516540K            nid[001253-001+ 
3359847.1278 alya_3D_l+    500256K            nid[001122,001+ 
3359847.1279 alya_3D_l+    500948K            nid[001420-001+ 
3359847.1280 alya_3D_l+    500180K            nid[001000,001+ 
3359847.1281 alya_3D_l+    518160K            nid[001030-001+ 
3359847.1282 alya_3D_l+    499964K            nid[001000,001+ 
3359847.1283 alya_3D_l+    515908K            nid[001253-001+ 
3359847.1284 alya_3D_l+    500244K            nid[001122,001+ 
3359847.1285 alya_3D_l+    500036K            nid[001921-001+ 
3359847.1286 alya_3D_l+    515860K            nid[001921-001+ 
3359847.1287 alya_3D_l+    500372K            nid[001000,001+ 
3359847.1288 alya_3D_l+    500456K            nid[001030-001+ 
3359847.1289 alya_3D_l+    500172K            nid[001000,001+ 
3359847.1290 alya_3D_l+    501660K            nid[001420-001+ 
3359847.1291 alya_3D_l+    500524K            nid[001122,001+ 
3359847.1292 alya_3D_l+    500076K            nid[001122,001+ 
3359847.1293 alya_3D_l+    500092K            nid[001271,001+ 
3359847.1294 alya_3D_l+    500404K            nid[001253-001+ 
3359847.1295 alya_3D_l+    499904K            nid[001000,001+ 
3359847.1296 alya_3D_l+    500860K            nid[001000,001+ 
3359847.1297 alya_3D_l+    500592K            nid[001122,001+ 
3359847.1298 alya_3D_l+    500116K            nid[001122,001+ 
3359847.1299 alya_3D_l+    517944K            nid[001921-001+ 
3359847.1300 alya_3D_l+    500172K            nid[001000,001+ 
3359847.1301 alya_3D_l+    499992K            nid[001000,001+ 
3359847.1302 alya_3D_l+    500484K            nid[001420-001+ 
3359847.1303 alya_3D_l+    500340K            nid[001122,001+ 
3359847.1304 alya_3D_l+    517668K            nid[001122,001+ 
3359847.1305 alya_3D_l+    499972K            nid[001431,001+ 
3359847.1306 alya_3D_l+    516740K            nid[001030-001+ 
3359847.1307 alya_3D_l+    516176K            nid[001000,001+ 
3359847.1308 alya_3D_l+    516396K            nid[001253-001+ 
3359847.1309 alya_3D_l+    516928K            nid[001122,001+ 
3359847.1310 alya_3D_l+    500060K            nid[001122,001+ 
3359847.1311 alya_3D_l+    503776K            nid[001000,001+ 
3359847.1312 alya_3D_l+    500256K            nid[001030-001+ 
3359847.1313 alya_3D_l+    500488K            nid[001000,001+ 
3359847.1314 alya_3D_l+    500276K            nid[001253-001+ 
3359847.1315 alya_3D_l+    500516K            nid[001122,001+ 
3359847.1316 alya_3D_l+    500424K            nid[001122,001+ 
3359847.1317 alya_3D_l+    500088K            nid[001253-001+ 
3359847.1318 alya_3D_l+    499804K            nid[001271,001+ 
3359847.1319 alya_3D_l+    500124K            nid[001000,001+ 
3359847.1320 alya_3D_l+    499872K            nid[001000,001+ 
3359847.1321 alya_3D_l+    500508K            nid[002657,002+ 
3359847.1322 alya_3D_l+    500264K            nid[001122,001+ 
3359847.1323 alya_3D_l+    516792K            nid[001000,001+ 
3359847.1324 alya_3D_l+    500220K            nid[001030-001+ 
3359847.1325 alya_3D_l+    500096K            nid[001000,001+ 
3359847.1326 alya_3D_l+    500568K            nid[001253-001+ 
3359847.1327 alya_3D_l+    500200K            nid[002657,002+ 
3359847.1328 alya_3D_l+    500372K            nid[001122,001+ 
3359847.1329 alya_3D_l+    515980K            nid[001420-001+ 
3359847.1330 alya_3D_l+    500072K            nid[001271,001+ 
3359847.1331 alya_3D_l+    499868K            nid[001000,001+ 
3359847.1332 alya_3D_l+    516120K            nid[001030-001+ 
3359847.1333 alya_3D_l+    499844K            nid[001000,001+ 
3359847.1334 alya_3D_l+    516160K            nid[001122,001+ 
3359847.1335 alya_3D_l+    500360K            nid[001921-001+ 
3359847.1336 alya_3D_l+    500700K            nid[002657,002+ 
3359847.1337 alya_3D_l+    516148K            nid[001420-001+ 
3359847.1338 alya_3D_l+    499896K            nid[001000,001+ 
3359847.1339 alya_3D_l+    516648K            nid[001000,001+ 
3359847.1340 alya_3D_l+    515396K            nid[001122,001+ 
3359847.1341 alya_3D_l+    516736K            nid[001431,001+ 
3359847.1342 alya_3D_l+    500340K            nid[001420-001+ 
3359847.1343 alya_3D_l+    500348K            nid[001921-001+ 
3359847.1344 alya_3D_l+    514332K            nid[001000,001+ 
3359847.1345 alya_3D_l+    499980K            nid[001000,001+ 
3359847.1346 alya_3D_l+    500292K            nid[001122,001+ 
3359847.1347 alya_3D_l+    500172K            nid[001420-001+ 
3359847.1348 alya_3D_l+    516964K            nid[001253-001+ 
3359847.1349 alya_3D_l+    500172K            nid[001271,001+ 
3359847.1350 alya_3D_l+    499704K            nid[001000,001+ 
3359847.1351 alya_3D_l+    501236K            nid[001000,001+ 
3359847.1352 alya_3D_l+    500512K            nid[001122,001+ 
3359847.1353 alya_3D_l+    500032K            nid[001420-001+ 
3359847.1354 alya_3D_l+    514640K            nid[001420-001+ 
3359847.1355 alya_3D_l+    515280K            nid[001000,001+ 
3359847.1356 alya_3D_l+    500144K            nid[001030-001+ 
3359847.1357 alya_3D_l+    503904K            nid[001064,001+ 
3359847.1358 alya_3D_l+    500244K            nid[001000,001+ 
3359847.1359 alya_3D_l+    500068K            nid[002657,002+ 
3359847.1360 alya_3D_l+    500652K            nid[001122,001+ 
3359847.1361 alya_3D_l+    500216K            nid[001149,001+ 
3359847.1362 alya_3D_l+    516064K            nid[001122,001+ 
3359847.1363 alya_3D_l+    517184K            nid[001000,001+ 
3359847.1364 alya_3D_l+    500308K            nid[001000,001+ 
3359847.1365 alya_3D_l+    500364K            nid[002657,002+ 
3359847.1366 alya_3D_l+    517448K            nid[001420-001+ 
3359847.1367 alya_3D_l+    500128K            nid[001122,001+ 
3359847.1368 alya_3D_l+    499884K            nid[001122,001+ 
3359847.1369 alya_3D_l+    516000K            nid[002657,002+ 
3359847.1370 alya_3D_l+    500152K            nid[001000,001+ 
3359847.1371 alya_3D_l+    500044K            nid[001253-001+ 
3359847.1372 alya_3D_l+    500236K            nid[001420-001+ 
3359847.1373 alya_3D_l+    499964K            nid[001921-001+ 
3359847.1374 alya_3D_l+    500052K            nid[001122,001+ 
3359847.1375 alya_3D_l+    499888K            nid[002657,002+ 
3359847.1376 alya_3D_l+    500156K            nid[001000,001+ 
3359847.1377 alya_3D_l+    500020K            nid[001000,001+ 
3359847.1378 alya_3D_l+    500044K            nid[001122,001+ 
3359847.1379 alya_3D_l+    500392K            nid[001149,001+ 
3359847.1380 alya_3D_l+    500212K            nid[001122,001+ 
3359847.1381 alya_3D_l+    500584K            nid[002657,002+ 
3359847.1382 alya_3D_l+    500128K            nid[001000,001+ 
3359847.1383 alya_3D_l+    500084K            nid[001253-001+ 
3359847.1384 alya_3D_l+    500256K            nid[001420-001+ 
3359847.1385 alya_3D_l+    500360K            nid[001122,001+ 
3359847.1386 alya_3D_l+    501608K            nid[001122,001+ 
3359847.1387 alya_3D_l+    515364K            nid[002657,002+ 
3359847.1388 alya_3D_l+    500028K            nid[001000,001+ 
3359847.1389 alya_3D_l+    500468K            nid[001253-001+ 
3359847.1390 alya_3D_l+    500680K            nid[001253-001+ 
3359847.1391 alya_3D_l+    517448K            nid[001921-001+ 
3359847.1392 alya_3D_l+    500036K            nid[001000,001+ 
3359847.1393 alya_3D_l+    515928K            nid[001122,001+ 
3359847.1394 alya_3D_l+    501348K            nid[002657,002+ 
3359847.1395 alya_3D_l+    500600K            nid[001253-001+ 
3359847.1396 alya_3D_l+    516144K            nid[001253-001+ 
3359847.1397 alya_3D_l+    500372K            nid[001921-001+ 
3359847.1398 alya_3D_l+    516344K            nid[001000,001+ 
3359847.1399 alya_3D_l+    516524K            nid[001122,001+ 
3359847.1400 alya_3D_l+    500352K            nid[001149,001+ 
3359847.1401 alya_3D_l+    500348K            nid[001122,001+ 
3359847.1402 alya_3D_l+    500220K            nid[001253-001+ 
3359847.1403 alya_3D_l+    501704K            nid[001921-001+ 
3359847.1404 alya_3D_l+    500136K            nid[001000,001+ 
3359847.1405 alya_3D_l+    500200K            nid[001000,001+ 
3359847.1406 alya_3D_l+    500412K            nid[001030-001+ 
3359847.1407 alya_3D_l+    499872K            nid[001064,001+ 
3359847.1408 alya_3D_l+    500108K            nid[001000,001+ 
3359847.1409 alya_3D_l+    500528K            nid[001122,001+ 
3359847.1410 alya_3D_l+    500320K            nid[001253-001+ 
3359847.1411 alya_3D_l+    500136K            nid[001420-001+ 
3359847.1412 alya_3D_l+    500188K            nid[001149,001+ 
3359847.1413 alya_3D_l+    500148K            nid[001194,001+ 
3359847.1414 alya_3D_l+    499956K            nid[001000,001+ 
3359847.1415 alya_3D_l+    499972K            nid[001030-001+ 
3359847.1416 alya_3D_l+    500060K            nid[001000,001+ 
3359847.1417 alya_3D_l+    502388K            nid[001253-001+ 
3359847.1418 alya_3D_l+    500348K            nid[001253-001+ 
3359847.1419 alya_3D_l+    502724K            nid[001431,001+ 
3359847.1420 alya_3D_l+    499984K            nid[001420-001+ 
3359847.1421 alya_3D_l+    501544K            nid[001000,001+ 
3359847.1422 alya_3D_l+    500216K            nid[001000,001+ 
3359847.1423 alya_3D_l+    500192K            nid[001253-001+ 
3359847.1424 alya_3D_l+    515292K            nid[001253-001+ 
3359847.1425 alya_3D_l+    500008K            nid[001122,001+ 
3359847.1426 alya_3D_l+    500580K            nid[001000,001+ 
3359847.1427 alya_3D_l+    500264K            nid[001030-001+ 
3359847.1428 alya_3D_l+    516140K            nid[001000,001+ 
3359847.1429 alya_3D_l+    500032K            nid[001122,001+ 
3359847.1430 alya_3D_l+    515816K            nid[001149,001+ 
3359847.1431 alya_3D_l+    516308K            nid[001000,001+ 
3359847.1432 alya_3D_l+    500188K            nid[001000,001+ 
3359847.1433 alya_3D_l+    500652K            nid[001122,001+ 
3359847.1434 alya_3D_l+    500008K            nid[001149,001+ 
3359847.1435 alya_3D_l+    500444K            nid[001218,001+ 
3359847.1436 alya_3D_l+    500328K            nid[001000,001+ 
3359847.1437 alya_3D_l+    500012K            nid[001194,001+ 
3359847.1438 alya_3D_l+    500052K            nid[001000,001+ 
3359847.1439 alya_3D_l+    500100K            nid[001030-001+ 
3359847.1440 alya_3D_l+    500320K            nid[001000,001+ 
3359847.1441 alya_3D_l+    500376K            nid[001030-001+ 
3359847.1442 alya_3D_l+    501724K            nid[001064,001+ 
3359847.1443 alya_3D_l+    515536K            nid[001106,001+ 
3359847.1444 alya_3D_l+    500312K            nid[001122,001+ 
3359847.1445 alya_3D_l+    500272K            nid[001000,001+ 
3359847.1446 alya_3D_l+    499896K            nid[001122,001+ 
3359847.1447 alya_3D_l+    500192K            nid[001253-001+ 
3359847.1448 alya_3D_l+    515876K            nid[001420-001+ 
3359847.1449 alya_3D_l+    488.50M            nid[001431,001+ 
3359847.1450 alya_3D_l+    500572K            nid[001000,001+ 
3359847.1451 alya_3D_l+    500316K            nid[001000,001+ 
3359847.1452 alya_3D_l+    500116K            nid[001122,001+ 
3359847.1453 alya_3D_l+    500480K            nid[001000,001+ 
3359847.1454 alya_3D_l+    500356K            nid[001271,001+ 
3359847.1455 alya_3D_l+    500096K            nid[001312,001+ 
3359847.1456 alya_3D_l+    500536K            nid[001253-001+ 
3359847.1457 alya_3D_l+    500512K            nid[001420-001+ 
3359847.1458 alya_3D_l+    500504K            nid[001122,001+ 
3359847.1459 alya_3D_l+    502208K            nid[001000,001+ 
3359847.1460 alya_3D_l+    500112K            nid[001122,001+ 
3359847.1461 alya_3D_l+    500176K            nid[001122,001+ 
3359847.1462 alya_3D_l+    500204K            nid[001921-001+ 
3359847.1463 alya_3D_l+    500424K            nid[001253-001+ 
3359847.1464 alya_3D_l+    518680K            nid[001253-001+ 
3359847.1465 alya_3D_l+    500480K            nid[001000,001+ 
3359847.1466 alya_3D_l+    500448K            nid[001420-001+ 
3359847.1467 alya_3D_l+    517360K            nid[001122,001+ 
3359847.1468 alya_3D_l+    517460K            nid[001000,001+ 
3359847.1469 alya_3D_l+    516172K            nid[001000,001+ 
3359847.1470 alya_3D_l+    516568K            nid[001921-001+ 
3359847.1471 alya_3D_l+    516584K            nid[002657,002+ 
3359847.1472 alya_3D_l+    500524K            nid[001420-001+ 
3359847.1473 alya_3D_l+    500284K            nid[001122,001+ 
3359847.1474 alya_3D_l+    500340K            nid[001253-001+ 
3359847.1475 alya_3D_l+    500508K            nid[001000,001+ 
3359847.1476 alya_3D_l+    499872K            nid[001000,001+ 
3359847.1477 alya_3D_l+    500116K            nid[001921-001+ 
3359847.1478 alya_3D_l+    500120K            nid[001122,001+ 
3359847.1479 alya_3D_l+    500464K            nid[001122,001+ 
3359847.1480 alya_3D_l+    502096K            nid[001253-001+ 
3359847.1481 alya_3D_l+    500240K            nid[001000,001+ 
3359847.1482 alya_3D_l+    500076K            nid[001030-001+ 
3359847.1483 alya_3D_l+    500356K            nid[001000,001+ 
3359847.1484 alya_3D_l+    499948K            nid[002657,002+ 
3359847.1485 alya_3D_l+    515416K            nid[001122,001+ 
3359847.1486 alya_3D_l+    500252K            nid[001253-001+ 
3359847.1487 alya_3D_l+    499988K            nid[001000,001+ 
3359847.1488 alya_3D_l+    515616K            nid[001030-001+ 
3359847.1489 alya_3D_l+    500248K            nid[001000,001+ 
3359847.1490 alya_3D_l+    499996K            nid[002657,002+ 
3359847.1491 alya_3D_l+    516420K            nid[001122,001+ 
3359847.1492 alya_3D_l+    515216K            nid[001253-001+ 
3359847.1493 alya_3D_l+    500076K            nid[001000,001+ 
3359847.1494 alya_3D_l+    516800K            nid[001030-001+ 
3359847.1495 alya_3D_l+    500416K            nid[001000,001+ 
3359847.1496 alya_3D_l+    516112K            nid[002657,002+ 
3359847.1497 alya_3D_l+    500300K            nid[001122,001+ 
3359847.1498 alya_3D_l+    516336K            nid[001253-001+ 
3359847.1499 alya_3D_l+    516596K            nid[001122,001+ 
3359847.1500 alya_3D_l+    500176K            nid[001000,001+ 
3359847.1501 alya_3D_l+    515968K            nid[001000,001+ 
3359847.1502 alya_3D_l+    500280K            nid[002657,002+ 
3359847.1503 alya_3D_l+    500548K            nid[001253-001+ 
3359847.1504 alya_3D_l+    500208K            nid[001253-001+ 
3359847.1505 alya_3D_l+    516276K            nid[001921-001+ 
3359847.1506 alya_3D_l+    499904K            nid[001000,001+ 
3359847.1507 alya_3D_l+    515468K            nid[001030-001+ 
3359847.1508 alya_3D_l+    500460K            nid[001000,001+ 
3359847.1509 alya_3D_l+    500060K            nid[001253-001+ 
3359847.1510 alya_3D_l+    500272K            nid[001420-001+ 
3359847.1511 alya_3D_l+    500556K            nid[001921-001+ 
3359847.1512 alya_3D_l+    500272K            nid[001122,001+ 
3359847.1513 alya_3D_l+    500136K            nid[001000,001+ 
3359847.1514 alya_3D_l+    505448K            nid[001000,001+ 
3359847.1515 alya_3D_l+    500256K            nid[001253-001+ 
3359847.1516 alya_3D_l+    514832K            nid[001253-001+ 
3359847.1517 alya_3D_l+    500180K            nid[001420-001+ 
3359847.1518 alya_3D_l+    499988K            nid[002657,002+ 
3359847.1519 alya_3D_l+    500108K            nid[001000,001+ 
